대피소명,주소,위도,경도,유형,대피소명_정규
신한은행 개봉동,서울특별시 구로구 경인로 323,37.49765,126.85617,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행개봉동
신한은행개봉지점,서울특별시 구로구 경인로 323,37.49761,126.85615,무더위쉼터,신한은행개봉지점
신한은행 개포동,"서울특별시 강남구 개포로 307,(우성아파트단지상가)",37.48386,127.05698,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행개포동
신한은행 갤러리아팰리스,"서울특별시 송파구 올림픽로 212,(갤러리아팰리스단지상가)",37.51139,127.09355,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행갤러리아팰리스
신한은행 건국대학교,"서울특별시 광진구 능동로 120,(건국대학교)",37.54342,127.07819,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행건국대학교
신한은행 경희궁,"서울특별시 종로구 새문안로3길 23,(경희궁의아침4단지4단지교보문고사옥)",37.57263,126.97244,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행경희궁
신한은행 고덕동,서울 강동구 고덕로 353(고덕동),37.55724,127.16468,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행고덕동
신한은행 공덕금융센터,"서울 마포구 백범로 192,(S-OIL본사 사옥2층)",37.54324,126.95161,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행공덕금융센터
신한은행 공항동,서울특별시 강서구 공항대로 17,37.56184,126.80937,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행공항동
신한은행 광교영업부,서울 중구 청계천로 54,37.56838,126.98337,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행광교영업부
신한은행 광장동,서울특별시 광진구 아차산로 506,37.54149,127.09773,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행광장동
신한은행 광화문,서울특별시 중구 세종대로 135-5,37.56861,126.97645,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행광화문
신한은행 교대역,서울특별시 서초구 서초대로 314,37.49403,127.01589,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행교대역
신한은행 구로구청,서울특별시 구로구 가마산로 245,37.49546,126.88751,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행구로구청
신한은행 구로디지털금융센터,"서울특별시 구로구 디지털로 272,(한신아이티타워ITTOWER)",37.48251,126.89443,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행구로디지털금융센터
신한은행 구로역금융센터,서울 구로구 경인로 557(구로동),37.50312,126.87902,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행구로역금융센터
신한은행 구파발역금융센터,서울 은평구 진관2로 15-8,37.63541,126.91957,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행구파발역금융센터
신한은행 군인공제회관,"서울특별시 강남구 남부순환로 2806,(군인공제회관)",37.48911,127.05293,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행군인공제회관
신한은행 군자역,서울특별시 광진구 천호대로 553,37.55741,127.07992,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행군자역
신한은행 굽은다리역,서울 강동구 양재대로 1568(명일동),37.54539,127.14321,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행굽은다리역
신한은행굽은다리역지점,서울특별시 강동구 양재대로 1568,37.5454,127.1433,무더위쉼터,신한은행굽은다리역지점
신한은행 길동,서울특별시 강동구 양재대로 1464,37.53652,127.13979,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행길동
신한은행길동지점,서울특별시 강동구 양재대로 1463,37.5366,127.13928,무더위쉼터,신한은행길동지점
신한은행 길음동,서울특별시 성북구 동소문로 229,37.6027,127.02222,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행길음동
신한은행 김포공항,서울특별시 강서구 하늘길 177,37.55687,126.80887,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행김포공항
신한은행 난곡,서울특별시 관악구 난우길 2,37.47319,126.91916,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행난곡
신한은행 남가좌동,서울 서대문구 수색로 56,37.57091,126.91225,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행남가좌동
신한은행 남대문,서울 중구 소월로 3-0대한화재빌딩,37.55937,126.9762,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행남대문
신한은행 남부법원,서울특별시 양천구 신월로 386,37.52164,126.86361,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행남부법원
신한은행 노량진역,"서울특별시 동작구 만양로 105,(한교고시학원)",37.51292,126.944,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행노량진역
신한은행 노원역,서울특별시 노원구 동일로 1404,37.654,127.06105,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행노원역
신한은행 노원역지점 지하1층 주차장,"서울특별시 노원구 동일로 1404, 신한은행 (상계동)",37.65402,127.06113,민방위대피시설,신한은행노원역지점지하1층주차장
신한은행 논현동,서울특별시 강남구 강남대로 468,37.50416,127.02515,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행논현동
신한은행 답십리,서울특별시 동대문구 전농로 22,37.56671,127.05674,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행답십리
신한은행 당산동,서울특별시 영등포구 영등포로 109,37.52239,126.89392,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행당산동
신한은행 당산역금융센터,서울 영등포구 당산로41길 11,37.53083,126.8981,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행당산역금융센터
신한은행 대림동,서울특별시 영등포구 시흥대로 617,37.48765,126.90485,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행대림동
신한은행 대치동,서울특별시 강남구 삼성로 238,37.49861,127.06141,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행대치동
신한은행 대치역,서울특별시 강남구 삼성로 150(대치동),37.49423,127.07043,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행대치역
신한은행 대학로금융센터,서울특별시 종로구 대학로 146,37.58426,127.00203,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행대학로금융센터
신한은행 대흥역,서울특별시 마포구 백범로 88,37.54795,126.94111,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행대흥역
신한은행 도곡,"서울특별시 강남구 역삼로 310,(한솔필리아)",37.49922,127.04844,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행도곡
신한은행 도곡역,서울특별시 강남구 남부순환로 2912,37.49072,127.05612,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행도곡역
신한은행 도산대로,서울특별시 강남구 도산대로 318,37.52184,127.0369,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행도산대로
신한은행 독산동금융센터,서울특별시 금천구 시흥대로 446,37.47328,126.89878,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행독산동금융센터
신한은행독산동금융센터,서울특별시 금천구 시흥대로 446,37.47331,126.89879,무더위쉼터,신한은행독산동금융센터
신한은행 독산동지점 지하1층,서울특별시 금천구 시흥대로 446 (독산동),37.47319,126.89881,민방위대피시설,신한은행독산동지점지하1층
신한은행 돈암동,서울 성북구 동소문로 89(동소문동6가),37.59264,127.0152,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행돈암동
신한은행 돌곶이역,서울특별시 성북구 화랑로 254,37.61083,127.05761,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행돌곶이역
신한은행 동국대학교,"서울특별시 중구 필동로1길 30,(동국대학교)",37.55735,127.00256,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행동국대학교
신한은행 동대문,서울특별시 중구 마장로 11,37.56842,127.01114,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행동대문
신한은행 동대문종합시장,서울시 종로구 종로 272동대문종합시장 신관 2층,37.57083,127.00809,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행동대문종합시장
신한은행 동부법원,서울 송파구 법원로 101(문정동),37.48352,127.12011,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행동부법원
신한은행 동부이촌동,서울특별시 용산구 이촌로 293,37.51848,126.97942,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행동부이촌동
신한은행 둔촌동,서울특별시 강동구 양재대로 1315,37.52384,127.13429,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행둔촌동
,,,,,
신한은행 등촌역,서울특별시 강서구 등촌로 229,37.55022,126.86346,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행등촌역
신한은행 디지털중앙,"서울특별시 금천구 가산디지털1로 186,(제이플라츠)",37.48192,126.8816,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행디지털중앙
신한은행디지털중앙지점,서울특별시 금천구 가산디지털1로 186,37.48201,126.88155,무더위쉼터,신한은행디지털중앙지점
신한은행 뚝섬역금융센터,서울 성동구 아차산로 33,37.54721,127.04833,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행뚝섬역금융센터
신한은행 마곡역금융센터,서울 강서구 공항대로 195(마곡동),37.55992,126.82914,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행마곡역금융센터
신한은행 마들역,서울특별시 노원구 동일로 1546,37.66649,127.05769,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행마들역
신한은행 마포,"서울특별시 마포구 마포대로 136,(지방재정공제회관)",37.54638,126.95326,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행마포
신한은행 마포중앙,"서울특별시 마포구 마포대로 68,(마포아크로타워,신한은행마포중앙)",37.54134,126.9489,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행마포중앙
신한은행 명동,서울특별시 중구 명동길 43,37.56403,126.98476,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행명동
신한은행 명일역,서울특별시 강동구 구천면로 427,37.55052,127.14612,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행명일역
신한은행명일역지점,서울특별시 강동구 구천면로 427,37.55051,127.14615,무더위쉼터,신한은행명일역지점
신한은행 목동,"서울특별시 양천구 목동서로 349(신정동,센트럴프라자 2층)",37.51741,126.86531,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행목동
신한은행 목동역,서울특별시 양천구 목동로 212목동7단지아파트 A상가 1층,37.52783,126.86849,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행목동역
신한은행 목동중앙,"서울특별시 양천구 목동동로 411,(부영그린타워3차)",37.53672,126.88221,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행목동중앙
신한은행 목동현대금융센터,서울특별시 양천구 목동동로 293,37.52817,126.87575,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행목동현대금융센터
신한은행 무역센터금융센터,서울 강남구 영동대로 513(삼성동),37.51202,127.05904,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행무역센터금융센터
신한은행 문정역금융센터,서울 송파구 송파대로 167,37.48467,127.12087,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행문정역금융센터
신한은행 미아동,서울특별시 강북구 도봉로 151,37.62233,127.0274,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행미아동
신한은행 반포남금융센터,서울특별시 서초구 서초중앙로 238,37.50279,127.01198,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행반포남금융센터
신한은행 반포래미안,"서울특별시 서초구 반포대로 287,(래미안퍼스티지중심상가)",37.50433,127.00109,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행반포래미안
신한은행 반포서래,서울특별시 서초구 서래로 23,37.49712,126.99808,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행반포서래
신한은행 반포중앙,서울 서초구 잠원로3길 40(잠원동),37.50825,127.00364,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행반포중앙
신한은행 방배,서울특별시 서초구 방배로 148,37.48721,126.99429,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행방배
신한은행 방학동,서울특별시 도봉구 방학로 136,37.66323,127.03707,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행방학동
신한은행 방화역,"서울특별시 강서구 금낭화로 135,(금강프라자)",37.57752,126.81247,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행방화역
신한은행 법조타운,"서울특별시 서초구 법원로 15,(정곡빌딩)",37.49416,127.01,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행법조타운
신한은행 보라매,"서울특별시 동작구 보라매로5가길 24,(보라매나산스위트)",37.49068,126.92394,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행보라매
신한은행 보라매역금융센터,서울특별시 동작구 상도로 1,37.50024,126.92075,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행보라매역금융센터
신한은행 보문동,서울특별시 성북구 보문로 121,37.5858,127.0188,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행보문동
신한은행 봉은사로,서울특별시 강남구 봉은사로 609,37.51474,127.06149,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행봉은사로
신한은행 불광동,서울 은평구 통일로 730,37.61084,126.9301,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행불광동
신한은행 사가정역,서울특별시 중랑구 면목로 342,37.5824,127.08879,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행사가정역
신한은행 사당,서울특별시 동작구 동작대로 35,37.47962,126.98136,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행사당
신한은행 삼성서울병원,서울 강남구 일원로 81,37.48852,127.08667,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행삼성서울병원
신한은행 삼성역,서울특별시 강남구 테헤란로 516,37.50741,127.06008,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행삼성역
신한은행 상도역,서울특별시 동작구 상도로 241,37.50534,126.94558,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행상도역
신한은행 상봉역금융센터,서울특별시 중랑구 면목로 460,37.59304,127.08661,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행상봉역금융센터
신한은행 상암동금융센터,"서울특별시 마포구 월드컵북로 361,(DMC이안상암2단지)",37.57711,126.89141,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행상암동금융센터
신한은행 서교동,서울특별시 마포구 양화로 111,37.55379,126.91911,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행서교동
신한은행 서대문역,서울특별시 서대문구 충정로 77,37.56554,126.96598,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행서대문역
신한은행 서부법원,"서울특별시 마포구 마포대로 174,(서울서부지원)",37.54962,126.95567,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행서부법원
신한은행 서여의도,"서울특별시 영등포구 국회대로70길 19,(대하빌딩)",37.52921,126.92084,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행서여의도
신한은행 서울대역센터,서울특별시 관악구 남부순환로 1778,37.48153,126.9475,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행서울대역센터
신한은행 서울대학교,"서울특별시 관악구 관악로 1,(서울대학교 학생회관)",37.45914,126.95069,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행서울대학교
신한은행 서울대학교병원,"서울 종로구 대학로 101,서울대학교병원 대한외래 지하1층 (연건동)",37.579,126.99744,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행서울대학교병원
신한은행 서울롯데,"서울특별시 중구 을지로 30,(롯데호텔)",37.56534,126.98103,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행서울롯데
신한은행 서울시청금융센터,서울 중구 세종대로 110(태평로1가),37.5667,126.97835,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행서울시청금융센터
신한은행 서잠실,"서울특별시 송파구 올림픽로 106,(상록빌딩)",37.51137,127.08256,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행서잠실
신한은행 서초구청,서울 서초구 남부순환로 2584(서초동),37.4836,127.0326,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행서초구청
신한은행 서초동,서울특별시 서초구 반포대로 101,37.48931,127.00855,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행서초동
신한은행 서초중앙,서울특별시 서초구 효령로 285,37.48515,127.01536,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행서초중앙
신한은행 선릉,"서울특별시 강남구 테헤란로 329,(삼흥빌딩)",37.50453,127.04769,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행선릉
신한은행 선릉중앙,"서울특별시 강남구 테헤란로 410,(금강타워)",37.50456,127.05073,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행선릉중앙
신한은행 선유도역,서울특별시 영등포구 양평로 99,37.53649,126.89608,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행선유도역
신한은행 성동,서울특별시 중구 왕십리로 407,37.56475,127.02514,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행성동
신한은행 성동구청,서울 성동구 고산자로 270(행당동),37.56343,127.03691,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행성동구청
신한은행 성수동,서울특별시 성동구 아차산로7길 21,37.54714,127.0548,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행성수동
신한은행 소공동,"서울특별시 중구 세종대로18길 16,(우성빌딩)",37.56355,126.97801,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행소공동
신한은행 송파,서울특별시 송파구 송파대로 345(가락동),37.49761,127.10249,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행송파
신한은행 수락산역,서울특별시 노원구 동일로 1673,37.6779,127.05494,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행수락산역
신한은행 숙명여자대학교,서울특별시 용산구 청파로47가길 6,37.54463,126.96671,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행숙명여자대학교
신한은행 스타시티금융센터,"서울특별시 광진구 아차산로 272,(스타시티)",37.53841,127.07319,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행스타시티금융센터
신한은행 시흥동,서울특별시 금천구 시흥대로 230,37.45443,126.90125,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행시흥동
신한은행시흥점,서울특별시 금천구 시흥대로 230,37.45443,126.90122,무더위쉼터,신한은행시흥점
신한은행 신내동,"서울특별시 중랑구 봉화산로 194,(신아타운)",37.60644,127.09468,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행신내동
신한은행 신당동,서울특별시 중구 다산로 220,37.56265,127.01549,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행신당동
신한은행 신림동,"서울특별시 관악구 신원로 26,(신림동부아파트단지상가)",37.48062,126.92927,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행신림동
신한은행 신월동,서울특별시 양천구 신월로 163,37.51814,126.84148,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행신월동
신한은행 신촌,서울특별시 마포구 신촌로 94,37.55499,126.936,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행신촌
신한은행 신한은행(신사동),서울특별시 강남구 강남대로 606,37.51583,127.02015,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행신한은행(신사동)
신한은행 쌍문역,서울특별시 도봉구 도봉로 468,37.6473,127.03431,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행쌍문역
신한은행 압구정갤러리아,서울 강남구 압구정로 344(신사동),37.5277,127.03985,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행압구정갤러리아
신한은행 압구정역,서울특별시 강남구 압구정로 152,37.52561,127.02611,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행압구정역
신한은행 압구정중앙,서울특별시 강남구 압구정로 220,37.52832,127.03154,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행압구정중앙
신한은행 양재동,"서울특별시 서초구 논현로 87,(삼호물산빌딩)",37.47756,127.04421,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행양재동
신한은행 양재역금융센터,"서울특별시 강남구 강남대로 240,(SK허브프리모)",37.48528,127.03439,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행양재역금융센터
신한은행 양천향교역,서울 강서구 양천로 344,37.56832,126.84027,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행양천향교역
신한은행 여의도,"서울특별시 영등포구 국제금융로8길 25,(주택건설회관빌딩)",37.52033,126.92848,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행여의도
신한은행 여의도중앙,"서울특별시 영등포구 여의나루로 57,(신송센터빌딩)",37.52305,126.92561,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행여의도중앙
신한은행 역삼동,"서울특별시 강남구 강남대로 314,(서우빌딩)",37.49133,127.03171,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행역삼동
신한은행 역촌동,"서울특별시 은평구 연서로 73,(금현빌딩)",37.6056,126.91509,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행역촌동
신한은행 연신내,서울특별시 은평구 통일로 845,37.61858,126.92108,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행연신내
신한은행 연지동,"서울특별시 종로구 김상옥로 30,(기독교연합회관)",37.57295,127.00047,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행연지동
신한은행 영동,"서울특별시 강남구 언주로 709,(송암빌딩)",37.51679,127.03492,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행영동
신한은행 영등포,서울특별시 영등포구 영중로 27,37.51877,126.90504,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행영등포
신한은행 영업부,"서울특별시 중구 세종대로9길 20,(대경빌딩)",37.56112,126.97457,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행영업부
신한은행 오금동,"서울특별시 송파구 오금로35길 17,(현대아파트)",37.50401,127.1257,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행오금동
신한은행 오류동,서울특별시 구로구 경인로 212,37.49606,126.84453,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행오류동
신한은행 올림픽선수촌,"서울 송파구 양재대로 1222(방이동/중심상가,A상가)",37.51578,127.13149,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행올림픽선수촌
신한은행 용산,서울 용산구 한강대로 95,37.52885,126.96663,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행용산
신한은행 용산전자,서울특별시 용산구 원효로 153,37.53497,126.95993,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행용산전자
신한은행 은평구청,서울특별시 은평구 은평로 195,37.60222,126.92981,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행은평구청
신한은행 을지로,서울특별시 중구 을지로 109,37.56649,126.99009,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행을지로
신한은행 을지로5가,서울특별시 중구 을지로 213,37.56711,127.00181,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행을지로5가
신한은행 응암동,"서울특별시 은평구 은평로 136,(은경빌딩)",37.60028,126.92304,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행응암동
신한은행 이대서울병원,서울 강서구 공항대로 260(마곡동),37.55724,126.83627,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행이대서울병원
신한은행 이대역,서울특별시 서대문구 신촌로 183,37.55706,126.94631,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행이대역
신한은행 이수역,서울특별시 서초구 서초대로 6,37.4852,126.98299,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행이수역
신한은행 이태원,"서울특별시 용산구 이태원로 179,(헤밀톤호텔)",37.53473,126.99417,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행이태원
신한은행 이화여자대학교,"서울특별시 서대문구 이화여대길 52,(ECC관)",37.56342,126.94759,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행이화여자대학교
신한은행 일원역,"서울특별시 강남구 일원로 120,(극동,현대아파트단지상가)",37.48482,127.08317,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행일원역
신한은행 자양동,서울특별시 광진구 자양로 95,37.53624,127.0832,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행자양동
신한은행 잠실금융센터,"서울특별시 송파구 올림픽로 319,(새마을교통회관)",37.51563,127.1056,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행잠실금융센터
신한은행 잠실나루역,"서울특별시 송파구 올림픽로 435,(파크리오아파트)",37.51915,127.10524,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행잠실나루역
신한은행 잠실남,"서울특별시 송파구 석촌호수로 133,(레이크팰리스단지상가)",37.50765,127.09179,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행잠실남
신한은행 잠실롯데캐슬,"서울특별시 송파구 올림픽로 269,(롯데캐슬프라자)",37.51446,127.10057,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행잠실롯데캐슬
신한은행 잠원동,"서울특별시 서초구 잠원로14길 29,(롯데복지센터빌딩)",37.51786,127.01546,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행잠원동
신한은행 장안동,"서울 동대문구 장한로 119(장안동,장안삼성쉐르빌)",37.57144,127.07013,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행장안동
신한은행 장한평역금융센터,서울특별시 동대문구 천호대로 425,37.56182,127.06647,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행장한평역금융센터
신한은행 제기동역,서울특별시 동대문구 왕산로 137,37.57857,127.03873,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행제기동역
신한은행 종각역,서울특별시 종로구 종로 33,37.57101,126.98144,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행종각역
신한은행 종로,서울특별시 종로구 우정국로 48,37.57335,126.9833,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행종로
신한은행 종로중앙,서울 종로구 돈화문로 26(묘동),37.57106,126.99251,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행종로중앙
신한은행 중계동,"서울특별시 노원구 한글비석로 254,(대명프라자)",37.65039,127.0771,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행중계동
신한은행 중앙유통단지,"서울특별시 구로구 경인로53길 15,(중앙유통단지업무)",37.50203,126.87612,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행중앙유통단지
신한은행 중화역,서울특별시 중랑구 동일로 796,37.60149,127.07998,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행중화역
신한은행 창신동,"서울특별시 종로구 지봉로 29,(금호팔레스빌딩)",37.57249,127.01529,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행창신동
신한은행천호동금융센터점,서울특별시 강동구 올림픽로 674,37.54144,127.12482,무더위쉼터,신한은행천호동금융센터점
신한은행 청담동,서울 강남구 도산대로 506,37.52394,127.04824,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행청담동
신한은행 충무로,"서울 중구 퇴계로 173(충무로3가,극동빌딩)",37.56182,126.99106,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행충무로
신한은행 충무로역,서울특별시 중구 퇴계로 216,37.56137,126.9958,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행충무로역
신한은행 충정로금융센터,"서울특별시 서대문구 충정로 8,(종근당빌딩)",37.55967,126.9632,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행충정로금융센터
신한은행 태릉역,서울특별시 노원구 동일로 1018,37.62099,127.07486,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행태릉역
신한은행 테크노마트,"서울특별시 광진구 광나루로56길 85,(테크노마트)",37.53565,127.09574,"기후동행쉼터, 무더위쉼터, 한파쉼터",신한은행테크노마트
